id,project_name,address,suburb,postcode,council_short,category_label,filter_group,stage_label,status_raw,cost,cost_confidence,electrical_estimate_low,electrical_estimate_high,opportunity_score,priority_label,builder,dwellings_new,lots_proposed,gfa_proposed,storeys,distance_km,date_lodged,date_determined,contact_window,contact_target,source_ref,council_ref,lat,lon
TS-NEWC-998830,"Erection of a new structure, Adamstown Heights",466 Brunker Road Adamstown Heights 2289,Adamstown Heights,2289,Newcastle,Minor works,Residential,Construction certificate issued,Determined,79082.0,medium,1582,6327,13,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,6.1,2026-07-27,2026-08-04,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-998830,,-32.947646913,151.720250399
TS-LAKE-1015356,"Erection of a new structure, Charlestown",3 Gurra Place Charlestown 2290,Charlestown,2290,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,61300.0,medium,1226,4904,13,Low priority,NEWCASTLE POOLS PTY LTD,0,,0.0,0,8.2,2026-07-31,2026-09-10,Call this week,NEWCASTLE POOLS PTY LTD — site manager or contracts administrator,CFT-1015356,,-32.958330822,151.701201691
TS-NEWC-986230,"Erection of a new structure, Hamilton",138 Dumaresq Street Hamilton 2303,Hamilton,2303,Newcastle,Minor works,Residential,Construction certificate issued,Determined,60000.0,medium,1200,4800,13,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,3.7,2026-07-06,2026-07-16,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-986230,,-32.927214219,151.742232625
TS-LAKE-980439,"Erection of a new structure, Dudley",7 Bickton Close Dudley 2290,Dudley,2290,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,60000.0,medium,1200,4800,13,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,8.9,2026-07-02,2026-07-14,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-980439,,-32.983747633,151.713586363
TS-NEWC-976048,"Erection of a new structure, Merewether",40 Wilton Street Merewether 2291,Merewether,2291,Newcastle,Minor works,Residential,Construction certificate issued,Determined,59680.0,medium,1194,4774,13,Low priority,KJM PTY LTD,0,,0.0,0,3.5,2026-06-19,2026-08-12,Call this week,KJM PTY LTD — site manager or contracts administrator,CFT-976048,,-32.939593034,151.746702744
TS-LAKE-972402,"Erection of a new structure, Charlestown",12 Park Street Charlestown 2290,Charlestown,2290,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,55050.0,medium,1101,4404,13,Low priority,POWER NOTION PTY LIMITED,0,,0.0,0,9.5,2026-06-25,2026-06-25,Call this week,POWER NOTION PTY LIMITED — site manager or contracts administrator,CFT-972402,,-32.966679552,151.6907787
TS-NEWC-986574,"Shed, Lambton",33 Young Road Lambton 2299,Lambton,2299,Newcastle,Minor works,Residential,Construction certificate issued,Determined,52000.0,high,1040,4160,13,Low priority,FAIR CONSTRUCTION & GLASS PTY LTD,0,,160.0,1,5.8,2026-07-06,2026-07-08,Call this week,FAIR CONSTRUCTION & GLASS PTY LTD — site manager or contracts administrator,CFT-986574,,-32.916776601,151.720902068
TS-NEWC-971643,"Demolition, Hamilton South",85 Turnbull Street Hamilton South 2303,Hamilton South,2303,Newcastle,Minor works,Residential,Construction certificate issued,Determined,50528.0,medium,1011,4042,13,Low priority,FAIR CONSTRUCTION & GLASS PTY LTD,,,72.0,1,3.2,2026-06-10,2026-06-22,Call this week,FAIR CONSTRUCTION & GLASS PTY LTD — site manager or contracts administrator,CFT-971643,,-32.933338246,151.748026481
TS-CESS-999446,"Other, Elrington",425 Lake Road Elrington 2325,Elrington,2325,Cessnock,Other,Commercial,Construction certificate issued,Determined,45000.0,medium,2700,5400,13,Low priority,,0,,0.0,1,32.7,2026-07-28,2026-08-05,Call this week,Site manager or contracts administrator at the named builder,CFT-999446,,-32.868917201,151.43830906
TS-NEWC-383904,"Erection of a new structure, Adamstown Heights",70 Madison Drive Adamstown Heights 2289,Adamstown Heights,2289,Newcastle,Other,Commercial,Complying development approved,Approved,45000.0,medium,2700,5400,13,Low priority,,,,,,7.6,2026-09-11,2026-09-15,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-383904,26-10922,-32.950875455,151.704402782
TS-LAKE-367510,"Erection of a new structure, Argenton",142 Montgomery Street Argenton 2284,Argenton,2284,Lake Macquarie,Other,Commercial,Complying development approved,Approved,19000.0,low,1140,2280,13,Low priority,,,,,,14.1,2026-06-24,2026-07-02,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-367510,26-10765/01,-32.93731658,151.630766378
TS-PORT-979787,"Erection of a new structure, Karuah",16 Snowgum Road Karuah 2324,Karuah,2324,Port Stephens,Other,Commercial,Construction certificate issued,Determined,4000.0,low,240,480,13,Low priority,,0,,0.0,0,34.4,2026-06-25,2026-07-02,Call this week,Site manager or contracts administrator at the named builder,CFT-979787,,-32.6543988,151.952136418
TS-LAKE-643279,"Erection of a new structure, Awaba",413 Wilton Road Awaba 2283,Awaba,2283,Lake Macquarie,Other,Commercial,DA on public exhibition,Under Assessment,,unknown,,,13,Low priority,,,,,,23.8,2026-08-11,,Register interest now,Developer or architect,PAN-643279,DA/1940/2013/E,-33.02511532,151.554396412
TS-PORT-990946,"Erection of a new structure, Tomago",6 Old Punt Road Tomago 2322,Tomago,2322,Port Stephens,Minor works,Residential,Construction certificate issued,Determined,4000000.0,medium,80000,320000,12,Low priority,,0,,,0,14.5,2026-07-13,2026-08-12,Call this week,Site manager or contracts administrator at the named builder,CFT-990946,,-32.814567224,151.705828546
TS-NEWC-376430,"Demolition, Newcastle West",307 King Street Newcastle West 2302,Newcastle West,2302,Newcastle,Minor works,Residential,Complying development approved,Approved,353070.0,medium,7061,28246,12,Low priority,,,,,,1.3,2026-08-18,2026-08-19,Call within 2 weeks,"Owner-builder, project home builder or certifier's client",CDC-376430,260238,-32.92869546,151.767392282
TS-LAKE-997450,"Erection of a new structure, Teralba",24 Cordage Way Teralba 2284,Teralba,2284,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,130000.0,medium,2600,10400,12,Low priority,FORMOSA POOLS & SPAS PTY LTD,,,0.0,0,17.4,2026-07-29,2026-07-29,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-997450,,-32.974032206,151.60352509
TS-LAKE-967606,"Erection of a new structure, Teralba",9 Anchorage Place Teralba 2284,Teralba,2284,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,114600.0,medium,2292,9168,12,Low priority,REFLECTION POOLS PTY LTD,0,,0.0,0,17.6,2026-06-03,2026-06-25,Call this week,REFLECTION POOLS PTY LTD — site manager or contracts administrator,CFT-967606,,-32.976778057,151.601996783
TS-LAKE-980762,"Erection of a new structure, Jewells",25 Ntaba Road Jewells 2280,Jewells,2280,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,110000.0,medium,2200,8800,12,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,12.7,2026-07-14,2026-07-15,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-980762,,-33.008463155,151.685171947
TS-MAIT-1004808,"Shed, Morpeth",5 John Street Morpeth 2321,Morpeth,2321,Maitland,Minor works,Residential,Construction certificate issued,Determined,108761.0,high,2175,8701,12,Low priority,HUNTER VALLEY SHEDS N MORE PTY LTD,0,,240.0,1,26.1,2026-08-01,2026-08-07,Call this week,HUNTER VALLEY SHEDS N MORE PTY LTD — site manager or contracts administrator,CFT-1004808,,-32.728606547,151.635864493
TS-LAKE-995887,"Erection of a new structure, Tingira Heights",27 Sanctuary Grove Tingira Heights 2290,Tingira Heights,2290,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,100000.0,medium,2000,8000,12,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,12.8,2026-07-21,2026-08-25,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-995887,,-32.992272858,151.66771344
TS-LAKE-1012200,"Erection of a new structure, Warners Bay",15 Coronation Street Warners Bay 2282,Warners Bay,2282,Lake Macquarie,Minor works,Residential,Construction certificate lodged,Under Assessment,98000.0,medium,1960,7840,12,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,13.2,2026-09-14,,Call within 2 weeks,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-1012200,,-32.980947741,151.655317484
TS-CESS-965695,"Shed, Greta",108 Reginald Street Greta 2334,Greta,2334,Cessnock,Minor works,Residential,Construction certificate issued,Determined,97176.0,high,1944,7774,12,Low priority,TG&S NSW PTY LTD,0,,240.0,1,46.0,2026-06-03,2026-09-10,Call this week,TG&S NSW PTY LTD — site manager or contracts administrator,CFT-965695,,-32.670432631,151.39709939
TS-PORT-966177,"Erection of a new structure, Medowie",9 Sam Court Medowie 2318,Medowie,2318,Port Stephens,Minor works,Residential,Construction certificate issued,Determined,96045.79,medium,1921,7684,12,Low priority,EAST COAST FIBREGLASS POOLS PTY LTD,0,,0.0,0,22.6,2026-06-02,2026-06-03,Call this week,EAST COAST FIBREGLASS POOLS PTY LTD — site manager or contracts administrator,CFT-966177,,-32.73836266,151.867247305
TS-CESS-1019366,"Erection of a new structure, Quorrobolong",640 Sandy Creek Road Quorrobolong 2325,Quorrobolong,2325,Cessnock,Minor works,Residential,Construction certificate issued,Determined,95000.0,medium,1900,7600,12,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,33.3,2026-08-31,2026-09-07,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-1019366,,-32.928706659,151.424486711
TS-CESS-1015274,"Erection of a new structure, Pokolbin",45 Kurrajong Way Pokolbin 2320,Pokolbin,2320,Cessnock,Minor works,Residential,Construction certificate issued,Determined,90318.27,medium,1806,7225,12,Low priority,EAST COAST FIBREGLASS POOLS PTY LTD,0,,0.0,0,47.6,2026-08-21,2026-08-26,Call this week,EAST COAST FIBREGLASS POOLS PTY LTD — site manager or contracts administrator,CFT-1015274,,-32.741395971,151.322965352
TS-PORT-995528,"Erection of a new structure, Williamtown",2372 Nelson Bay Road Williamtown 2318,Williamtown,2318,Port Stephens,Minor works,Residential,Construction certificate issued,Determined,83600.0,medium,1672,6688,12,Low priority,NEWCASTLE POOLS PTY LTD,0,,0.0,0,17.2,2026-07-23,2026-08-11,Call this week,NEWCASTLE POOLS PTY LTD — site manager or contracts administrator,CFT-995528,,-32.802560146,151.889773411
TS-LAKE-961903,"Erection of a new structure, Boolaroo",4 Sheppard Street Boolaroo 2284,Boolaroo,2284,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,80000.0,medium,1600,6400,12,Low priority,BAJA POOLS PTY LTD,0,,0.0,0,14.3,2026-05-26,2026-06-10,Call this week,BAJA POOLS PTY LTD — site manager or contracts administrator,CFT-961903,,-32.947066972,151.630353605
TS-LAKE-1032063,"Erection of a new structure, Charlestown",42 Tirriki Street Charlestown 2290,Charlestown,2290,Lake Macquarie,Minor works,Residential,Construction certificate lodged,Under Assessment,80000.0,medium,1600,6400,12,Low priority,BAJA POOLS PTY LTD,0,,0.0,0,9.3,2026-09-17,,Call within 2 weeks,BAJA POOLS PTY LTD — site manager or contracts administrator,CFT-1032063,,-32.974636757,151.698291719
TS-PORT-1028222,"Erection of a new structure, Shoal Bay",104 Government Road Shoal Bay 2315,Shoal Bay,2315,Port Stephens,Minor works,Residential,Construction certificate issued,Determined,76152.0,medium,1523,6092,12,Low priority,EAST COAST FIBREGLASS POOLS PTY LTD,0,,0.0,0,42.5,2026-09-11,2026-09-16,Call this week,EAST COAST FIBREGLASS POOLS PTY LTD — site manager or contracts administrator,CFT-1028222,,-32.729560747,152.170581135
TS-PORT-961113,"Signage, Salamander Bay",15 Bagnall Beach Road Salamander Bay 2317,Salamander Bay,2317,Port Stephens,Minor works,Residential,Construction certificate issued,Determined,75000.0,medium,1500,6000,12,Low priority,hanlon industries pty ltd,0,,0.0,0,37.4,2026-08-25,2026-08-29,Call this week,hanlon industries pty ltd — site manager or contracts administrator,CFT-961113,,-32.73526697,152.10903262
TS-CESS-987286,"Shed, Greta",47 Harrow Circuit Greta 2334,Greta,2334,Cessnock,Minor works,Residential,Construction certificate issued,Determined,73076.0,high,1462,5846,12,Low priority,TG&S NSW PTY LTD,0,0,198.0,1,46.3,2026-07-08,2026-07-22,Call this week,TG&S NSW PTY LTD — site manager or contracts administrator,CFT-987286,,-32.664320576,151.398874757
TS-MAIT-1014072,"Erection of a new structure, East Maitland",86 Vista Parade East Maitland 2323,East Maitland,2323,Maitland,Minor works,Residential,Construction certificate issued,Determined,71800.0,medium,1436,5744,12,Low priority,COMPASS POOLS AUSTRALIA PTY LIMITED,0,,0.0,0,27.0,2026-08-20,2026-08-25,Call this week,COMPASS POOLS AUSTRALIA PTY LIMITED — site manager or contracts administrator,CFT-1014072,,-32.758432575,151.575612394
TS-NEWC-980185,"Erection of a new structure, Elermore Vale",12 Fields Way Elermore Vale 2287,Elermore Vale,2287,Newcastle,Minor works,Residential,Construction certificate issued,Determined,69752.0,medium,1395,5580,12,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,11.8,2026-07-02,2026-07-07,Call this week,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-980185,,-32.921524013,151.655014963
TS-MAIT-978770,"Erection of a new structure, Rutherford",99 Grand Parade Rutherford 2320,Rutherford,2320,Maitland,Minor works,Residential,Construction certificate issued,Determined,68510.0,medium,1370,5481,12,Low priority,Its Friday Night Productions,0,,0.0,0,34.4,2026-06-23,2026-06-24,Call this week,Its Friday Night Productions — site manager or contracts administrator,CFT-978770,,-32.720848089,151.509137525
TS-LAKE-1017650,"Erection of a new structure, Speers Point",19A Berkeley Street Speers Point 2284,Speers Point,2284,Lake Macquarie,Minor works,Residential,Construction certificate lodged,Under Assessment,66961.0,medium,1339,5357,12,Low priority,FORMOSA POOLS & SPAS PTY LTD,0,,0.0,0,14.6,2026-09-02,,Call within 2 weeks,FORMOSA POOLS & SPAS PTY LTD — site manager or contracts administrator,CFT-1017650,,-32.971081852,151.633220145
TS-LAKE-961686,"Erection of a new structure, Kilaben Bay",55 Ridge Road Kilaben Bay 2283,Kilaben Bay,2283,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,66601.0,medium,1332,5328,12,Low priority,TUKA FORM,0,,0.0,0,21.0,2026-05-25,2026-05-26,Call this week,TUKA FORM — site manager or contracts administrator,CFT-961686,,-33.024537903,151.587563075
TS-MAIT-982779,"Shed, Bolwarra Heights",10 Willovale Drive Bolwarra Heights 2320,Bolwarra Heights,2320,Maitland,Minor works,Residential,Construction certificate issued,Determined,66000.0,high,1320,5280,12,Low priority,M.R FYFE & R TUFT,,0,522.0,0,32.6,2026-06-30,2026-07-15,Call this week,M.R FYFE & R TUFT — site manager or contracts administrator,CFT-982779,,-32.687184856,151.583609589
TS-LAKE-967282,"Demolition, Cameron Park",3 Vantage Circuit Cameron Park 2285,Cameron Park,2285,Lake Macquarie,Minor works,Residential,Construction certificate issued,Determined,65780.0,medium,1316,5262,12,Low priority,KJM PTY LTD,0,,21.7,0,16.6,2026-06-03,2026-06-03,Call this week,KJM PTY LTD — site manager or contracts administrator,CFT-967282,,-32.918376824,151.604624215
TS-CESS-1014005,"Shed, Paxton",1 Northcote Avenue Paxton 2325,Paxton,2325,Cessnock,Minor works,Residential,Construction certificate lodged,Under Assessment,65102.0,high,1302,5208,12,Low priority,TG&S NSW PTY LTD,0,,160.0,1,46.4,2026-08-20,,Call within 2 weeks,TG&S NSW PTY LTD — site manager or contracts administrator,CFT-1014005,,-32.905879812,151.284908717
